adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,https://www.sec.gov/dera/data/financial-statement-data-sets.html 
0001193125-20-219033,880631,"WISDOMTREE INVESTMENTS, INC.",6211,US,NY,NEW YORK,10167,245 PARK AVENUE,35TH FLOOR,212-801-2080,US,NY,NEW YORK,10167,245 PARK AVENUE,35TH FLOOR,US,DE,133487784,INDEX DEVELOPMENT PARTNERS INC,20020812,1-LAF,0,1231,8-K,20200731,,,20200813,05:00.0,0,0,d34794d8k_htm.xml,1,,
0001193125-20-219127,1393311,PUBLIC STORAGE,6798,US,CA,GLENDALE,91201-2349,701 WESTERN AVENUE,,818-244-8080,US,CA,GLENDALE,91201-2349,701 WESTERN AVENUE,,US,MD,953551121,,,1-LAF,0,1231,8-K,20200731,,,20200813,05:00.0,0,0,d43890d8k_htm.xml,1,,
0001193125-20-219129,64040,S&P GLOBAL INC.,7320,US,NY,NEW YORK,10041,55 WATER STREET,,212-438-1000,US,NY,NEW YORK,10041,55 WATER STREET,,US,NY,131026995,MCGRAW HILL FINANCIAL INC,20130502,1-LAF,0,1231,8-K,20200731,,,20200813,06:00.0,0,0,d18985d8k_htm.xml,1,,
0001193125-20-219145,1794621,CITIC CAPITAL ACQUISITION CORP.,6770,CN,,CHAOYANG DISTRICT,100027,"9/F, EAST TOWER, GENESIS BEIJING",NO. 8 XINYUAN SOUTH ROAD,86 10 5802 3889,CN,,CHAOYANG DISTRICT,100027,"9/F, EAST TOWER, GENESIS BEIJING",NO. 8 XINYUAN SOUTH ROAD,,,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,12:00.0,0,1,ccac-20200630.xml,1,,
0001193125-20-219147,1464423,PENNYMAC MORTGAGE INVESTMENT TRUST,6798,US,CA,WESTLAKE VILLAGE,91361,3043 TOWNSGATE ROAD,,(818) 224-7442,US,CA,WESTLAKE VILLAGE,91361,3043 TOWNSGATE ROAD,,US,MD,270186273,,,1-LAF,0,1231,8-K,20200731,,,20200813,14:00.0,0,0,d12531d8k_htm.xml,1,,
0001193125-20-219159,1402057,CDW CORP,5961,US,IL,VERNON HILLS,60061,200 N MILWAUKEE AVENUE,,847-465-6000,US,IL,VERNON HILLS,60061,200 N MILWAUKEE AVENUE,,US,DE,260273989,"VH HOLDINGS, INC.",20070605,1-LAF,0,1231,8-K,20200731,,,20200813,17:00.0,0,0,d82287d8k_htm.xml,1,,
0001193125-20-219162,1575965,"GAMING & LEISURE PROPERTIES, INC.",6798,US,PA,WYOMISSING,19610,"845 BERKSHIRE BLVD, SUITE 200",,610-401-2900,US,PA,WYOMISSING,19610,"845 BERKSHIRE BLVD, SUITE 200",,US,PA,462116489,,,1-LAF,0,1231,8-K,20200731,,,20200813,19:00.0,0,0,d21139d8k_htm.xml,1,,
0001193125-20-219166,1065201,AMERINST INSURANCE GROUP LTD,6399,BM,,HAMILTON,HMGX,"CEDAR MANAGEMENT LIMITED, 25 CHURCH ST.","CONTINENTAL BLDG, , P.O. BOX HM 1601",4412963973,BM,,HAMILTON,HMGX,"CEDAR MANAGEMENT LIMITED, 25 CHURCH ST.","CONTINENTAL BLDG, , P.O. BOX HM 1601",BM,,980207447,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,22:00.0,0,1,aigt-20200630.xml,1,,
0001193125-20-219171,1571283,"REXFORD INDUSTRIAL REALTY, INC.",6798,US,CA,LOS ANGELES,90025,"11620 WILSHIRE BOULEVARD, SUITE 1000",,310-966-1680,US,CA,LOS ANGELES,90025,"11620 WILSHIRE BOULEVARD, SUITE 1000",,US,MD,462024407,"REXFORD INDUSTRIAL, INC.",20130305,1-LAF,0,1231,8-K,20200731,,,20200813,25:00.0,0,0,d56001d8k_htm.xml,1,,
0001193125-20-219173,899923,MYRIAD GENETICS INC,2835,US,UT,SALT LAKE CITY,84108,320 WAKARA WAY,,801-584-3600,US,UT,SALT LAKE CITY,84108,320 WAKARA WAY,,US,DE,870494517,,,1-LAF,0,630,8-K,20200731,,,20200813,26:00.0,0,0,d63167d8k_htm.xml,1,,
0001193125-20-219185,1751788,DOW INC.,2821,US,MI,MIDLAND,48674,2211 H.H. DOW WAY,,9896361000,US,MI,MIDLAND,48674,2211 H.H. DOW WAY,,US,DE,301128146,DOW INC.,20190305,1-LAF,0,1231,8-K,20200731,,,20200813,31:00.0,0,0,d33877d8k_htm.xml,1,,
0001193125-20-219190,1773751,OAKTREE ACQUISITION CORP.,6770,US,CA,LOS ANGELES,90071,333 S. GRAND AVE.,28TH FLOOR,2138306739,US,CA,LOS ANGELES,90071,333 S. GRAND AVE.,28TH FLOOR,KY,,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200813,33:00.0,0,1,oacu-20200630.xml,1,,
0001193125-20-219193,884219,VIAD CORP,7389,US,AZ,PHOENIX,85004-4565,1850 NORTH CENTRAL AVE,SUITE 1900,(602) 207-1000,US,AZ,PHOENIX,85004-4565,1850 NORTH CENTRAL AVE,SUITE 1900,US,DE,361169950,DIAL CORP /DE/,19930823,1-LAF,0,1231,8-K,20200731,,,20200813,33:00.0,0,0,d59415d8k_htm.xml,1,,
0001193125-20-219207,1469372,MSG NETWORKS INC.,4841,US,NY,NEW YORK,10001,11 PENNSYLVANIA PLAZA,,(212)465-6400,US,NY,NEW YORK,10001,11 PENNSYLVANIA PLAZA,,US,DE,270624498,MADISON SQUARE GARDEN CO,20110503,1-LAF,0,630,8-K,20200731,,,20200813,43:00.0,0,0,d15177d8k_htm.xml,1,,
0001193125-20-219229,1060391,"REPUBLIC SERVICES, INC.",4953,US,AZ,PHOENIX,85054,18500 N. ALLIED WAY,,480 627 2700,US,AZ,PHOENIX,85054,18500 N. ALLIED WAY,,US,DE,650716904,REPUBLIC SERVICES INC,19980423,1-LAF,0,1231,8-K,20200731,,,20200813,52:00.0,0,0,d942697d8k_htm.xml,1,,
0001193125-20-219230,926042,TATA MOTORS LTD/FI,3711,IN,,HUTATMA CHOWK,400001,24 HOMI MODY ST,,,,,,,,,,,0,TATA ENGINEERING & LOCOMOTIVE CO LTD                    /FI,19940628,1-LAF,1,331,20-F,20200331,2019,FY,20200813,53:00.0,0,1,ttm-20200331.xml,1,,
0001193125-20-219234,733269,"LIVERAMP HOLDINGS, INC.",7374,US,CA,SAN FRANCISCO,94104,225 BUSH STREET,17TH FLOOR,866-352-3267,US,CA,SAN FRANCISCO,94104,225 BUSH STREET,17TH FLOOR,US,DE,710581897,"ACXIOM HOLDINGS, INC.",20180920,1-LAF,0,331,8-K,20200731,,,20200813,53:00.0,0,0,d71886d8k_htm.xml,1,,
0001193125-20-219235,1658566,"CENTENNIAL RESOURCE DEVELOPMENT, INC.",1311,US,CO,DENVER,80202,1001 SEVENTEENTH STREET,SUITE 1800,720-499-1400,US,CO,DENVER,80202,1001 SEVENTEENTH STREET,SUITE 1800,US,DE,475381253,SILVER RUN ACQUISITION CORP,20151117,1-LAF,0,1231,8-K,20200731,,,20200813,53:00.0,0,0,d19752d8k_htm.xml,1,,
0001193125-20-219246,1640428,"EVERQUOTE, INC.",7370,US,MA,CAMBRIDGE,2139,210 BROADWAY,,617-245-0615,US,MA,CAMBRIDGE,2139,210 BROADWAY,,US,DE,263101161,,,2-ACC,0,1231,8-K,20200731,,,20200813,01:00.0,0,0,d38975d8k_htm.xml,1,,
0001193125-20-219248,1501756,"ADVERUM BIOTECHNOLOGIES, INC.",2836,US,CA,REDWOOD CITY,94063,800 SAGINAW DRIVE,,650-272-6269,US,CA,REDWOOD CITY,94063,800 SAGINAW DRIVE,,US,DE,205258327,"AVALANCHE BIOTECHNOLOGIES, INC.",20100921,2-ACC,0,1231,8-K,20200731,,,20200813,02:00.0,0,0,d32407d8k_htm.xml,1,,
0001193125-20-219256,78128,"ESSENTIAL UTILITIES, INC.",4941,US,PA,BRYN MAWR,19010-3489,762 W. LANCASTER AVE,,610-527-8000,US,PA,BRYN MAWR,19010-3489,762 W. LANCASTER AVE,,US,PA,231702594,AQUA AMERICA INC,20040120,1-LAF,0,1231,8-K,20200731,,,20200813,10:00.0,0,0,d30150d8k_htm.xml,1,,
0001193125-20-219417,318154,AMGEN INC,2836,US,CA,THOUSAND OAKS,91320,ONE AMGEN CENTER DRIVE,,(805)447-1000,US,CA,THOUSAND OAKS,91320,ONE AMGEN CENTER DRIVE,,US,DE,953540776,AMGEN,19870305,1-LAF,0,1231,8-K,20200731,,,20200814,54:00.0,0,0,d96041d8k_htm.xml,1,,
0001193125-20-219419,1052354,MAN AHL DIVERSIFIED I LP,6221,US,IL,CHICAGO,60606,123 NORTH WACKER DRIVE,SUITE 2800,312-881-6800,US,IL,CHICAGO,60606,123 NORTH WACKER DRIVE,SUITE 2800,US,DE,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,58:00.0,0,1,madl-20200630.xml,1,,
0001193125-20-219590,1618921,"WALGREENS BOOTS ALLIANCE, INC.",5912,US,IL,DEERFIELD,60015,108 WILMOT ROAD,,(847) 315-2500,US,IL,DEERFIELD,60015,108 WILMOT ROAD,,US,DE,471758322,,,1-LAF,0,831,8-K,20200731,,,20200814,05:00.0,0,0,d934144d8k_htm.xml,1,,
0001193125-20-219769,1319161,WARNER MUSIC GROUP CORP.,7900,US,NY,NEW YORK,10019,1633 BROADWAY,,212-275-2000,US,NY,NEW YORK,10019,1633 BROADWAY,,US,DE,134271875,WMG PARENT CORP.,20050228,4-NON,0,930,8-K,20200731,,,20200814,34:00.0,0,0,d222259d8k_htm.xml,1,,
0001193125-20-219790,1571123,SCIENCE APPLICATIONS INTERNATIONAL CORP,7373,US,VA,RESTON,20190,12010 SUNSET HILLS ROAD,,703-676-4300,US,VA,RESTON,20190,12010 SUNSET HILLS ROAD,,US,DE,461932921,"SAIC GEMINI, INC.",20130305,1-LAF,0,131,8-K,20200731,,,20200814,01:00.0,0,0,d930693d8k_htm.xml,1,,
0001193125-20-219794,1158463,JETBLUE AIRWAYS CORP,4512,US,NY,LONG ISLAND CITY,11101,27-01 QUEENS PLAZA NORTH,,7182867900,US,NY,LONG ISLAND CITY,11101,27-01 QUEENS PLAZA NORTH,,US,DE,870617894,,,1-LAF,0,1231,8-K,20200731,,,20200814,05:00.0,0,0,d17186d8k_htm.xml,1,,
0001193125-20-219795,1590799,RIVERVIEW FINANCIAL CORP,6021,US,PA,HARRISBURG,17110,3901 NORTH FRONT STREET,,717-957-2196,US,PA,HARRISBURG,17110,3901 NORTH FRONT STREET,,US,PA,383917371,,,2-ACC,0,1231,8-K,20200731,,,20200814,05:00.0,0,0,d947878d8k_htm.xml,1,,
0001193125-20-219803,1751692,"1895 BANCORP OF WISCONSIN, INC.",6036,US,WI,GREENFIELD,53220,7001 WEST EDGERTON AVENUE,,414-421-8200,US,WI,GREENFIELD,53220,7001 WEST EDGERTON AVENUE,,US,,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,11:00.0,0,1,bcow-20200630.xml,1,,
0001193125-20-219816,1005011,"GRAPHIC PACKAGING INTERNATIONAL, LLC",2631,US,GA,ATLANTA,30328,1500 RIVEREDGE PARKWAY,SUITE 100,770-240-7200,US,GA,ATLANTA,30328,1500 RIVEREDGE PARKWAY,SUITE 100,US,DE,840772929,GRAPHIC PACKAGING INTERNATIONAL INC,20031117,4-NON,0,1231,10-K/A,20191231,2019,FY,20200814,26:00.0,0,0,d870553d10ka_htm.xml,1,,
0001193125-20-219863,1809987,GS ACQUISITION HOLDINGS CORP II,6770,US,NY,NEW YORK,10282,200 WEST STREET,,(212) 902-1000,US,NY,NEW YORK,10282,200 WEST STREET,,US,DE,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,13:00.0,0,1,gsah-20200630.xml,1,,
0001193125-20-219932,1070750,"HOST HOTELS & RESORTS, INC.",6798,US,MD,BETHESDA,20814,4747 BETHESDA AVENUE,SUITE 1300,240-744-1000,US,MD,BETHESDA,20814,4747 BETHESDA AVENUE,SUITE 1300,US,MD,530085950,HOST MARRIOTT CORP/,19981229,1-LAF,0,1231,8-K,20200731,,,20200814,21:00.0,0,0,d892966d8k_htm.xml,2,1061937,
0001193125-20-219938,66496,MILLS MUSIC TRUST,6794,US,NY,NEW YORK,10018,1001 AVENUE OF THE AMERICAS,2ND FLOOR,2128685781,US,NY,NEW YORK,10018,1001 AVENUE OF THE AMERICAS,2ND FLOOR,US,NY,136183792,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,31:00.0,0,1,mmtrs-20200630.xml,1,,
0001193125-20-219953,1005011,"GRAPHIC PACKAGING INTERNATIONAL, LLC",2631,US,GA,ATLANTA,30328,1500 RIVEREDGE PARKWAY,SUITE 100,770-240-7200,US,GA,ATLANTA,30328,1500 RIVEREDGE PARKWAY,SUITE 100,US,DE,840772929,GRAPHIC PACKAGING INTERNATIONAL INC,20031117,4-NON,0,1231,8-K,20200731,,,20200814,43:00.0,0,0,d15976d8k_htm.xml,1,,
0001193125-20-220088,903129,GENTHERM INC,3714,US,MI,NORTHVILLE,48167-8994,21680 HAGGERTY ROAD,,248-504-0500,US,MI,NORTHVILLE,48167-8994,21680 HAGGERTY ROAD,,US,MI,954318554,AMERIGON INC,19930503,1-LAF,0,1231,8-K/A,20200630,,,20200814,31:00.0,0,0,d64162d8ka_htm.xml,1,,
0001193125-20-220152,1713407,"OAKTREE REAL ESTATE INCOME TRUST, INC.",6798,US,CA,LOS ANGELES,90071,"C/O OAKTREE FUND ADVISORS, LLC","333 S. GRAND AVENUE, 28TH FLOOR",213-830-6300,US,CA,LOS ANGELES,90071,"C/O OAKTREE FUND ADVISORS, LLC","333 S. GRAND AVENUE, 28TH FLOOR",,,822365593,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,21:00.0,0,1,cik0001713407-20200630.xml,1,,
0001193125-20-220297,1690536,"FS CREDIT REAL ESTATE INCOME TRUST, INC.",6798,US,PA,PHILADELPHIA,19112,201 ROUSE BOULEVARD,,2154951150,US,PA,PHILADELPHIA,19112,201 ROUSE BOULEVARD,,US,MD,0,"FS REAL ESTATE CREDIT INCOME TRUST, INC.",20161121,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,41:00.0,0,1,cik0001690536-20200630.xml,1,,
0001193125-20-220329,1324272,"RUTHS HOSPITALITY GROUP, INC.",5812,US,FL,WINTER PARK,32789,1030 W. CANTON AVENUE,SUITE 100,(407) 333-7440,US,FL,WINTER PARK,32789,1030 W. CANTON AVENUE,SUITE 100,US,DE,721060618,"RUTHS CHRIS STEAK HOUSE, INC.",20050419,1-LAF,0,1231,8-K,20200731,,,20200814,03:00.0,0,0,d46427d8k_htm.xml,1,,
0001193125-20-220333,50863,INTEL CORP,3674,US,CA,SANTA CLARA,95054,2200 MISSION COLLEGE BLVD,RNB-4-151,4087658080,US,CA,SANTA CLARA,95054,2200 MISSION COLLEGE BLVD,RNB-4-151,US,DE,941672743,,,1-LAF,0,1231,8-K,20200731,,,20200814,03:00.0,0,0,d229439d8k_htm.xml,1,,
0001193125-20-220344,1782754,AZEK CO INC.,3089,US,IL,CHICAGO,60607,"1330 W FULTON STREET, #350",,877-275-2935,US,IL,CHICAGO,60607,"1330 W FULTON STREET, #350",,US,DE,901017663,CPG NEWCO LLC,20190717,4-NON,0,930,10-Q,20200630,2020,Q3,20200814,08:00.0,0,1,azek-20200630.xml,1,,
0001193125-20-220347,1316835,"BUILDERS FIRSTSOURCE, INC.",5211,US,TX,DALLAS,75201,"2001 BRYAN STREET, SUITE 1600",,(214) 880-3500,US,TX,DALLAS,75201,"2001 BRYAN STREET, SUITE 1600",,US,DE,522084569,,,1-LAF,0,1231,8-K,20200731,,,20200814,07:00.0,1,0,d27662d8k_htm.xml,1,,
0001193125-20-220348,1803901,HUDSON EXECUTIVE INVESTMENT CORP.,6770,US,NY,NEW YORK,10022,"570 LEXINGTON AVENUE, 35TH FLOOR",,2125218495,US,NY,NEW YORK,10022,"570 LEXINGTON AVENUE, 35TH FLOOR",,US,DE,844636604,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,08:00.0,0,1,heccu-20200630.xml,1,,
0001193125-20-220349,1772720,PIVOTAL INVESTMENT CORP II,6770,US,NY,NEW YORK,10174,C/O GRAUBARD MILLER,"405 LEXINGTON AVE, 11TH FL",2128188800,US,NY,NEW YORK,10174,C/O GRAUBARD MILLER,"405 LEXINGTON AVE, 11TH FL",US,DE,834109918,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,08:00.0,0,1,pic-20200630.xml,1,,
0001193125-20-220350,1195734,POTBELLY CORP,5812,US,IL,CHICAGO,60606,111 N. CANAL,SUITE 850,3129510600,US,IL,CHICAGO,60606,111 N. CANAL,SUITE 850,,,364466837,,,2-ACC,0,1231,8-K,20200731,,,20200814,08:00.0,1,0,d151128d8k_htm.xml,1,,
0001193125-20-220355,1048286,MARRIOTT INTERNATIONAL INC /MD/,7011,US,MD,BETHESDA,20817,10400 FERNWOOD ROAD,,3013803000,US,MD,BETHESDA,20817,10400 FERNWOOD ROAD,,US,DE,522055918,NEW MARRIOTT MI INC,19971023,1-LAF,0,1231,8-K,20200731,,,20200814,09:00.0,0,0,d940916d8k_htm.xml,1,,
0001193125-20-220374,1549346,"SHUTTERSTOCK, INC.",7374,US,NY,NEW YORK,10118,350 FIFTH AVENUE,21ST FLOOR,646-419-4452,US,NY,NEW YORK,10118,350 FIFTH AVENUE,21ST FLOOR,US,DE,800812659,,,1-LAF,0,1231,8-K,20200731,,,20200814,15:00.0,0,0,d936481d8k_htm.xml,1,,
0001193125-20-220378,866368,PS BUSINESS PARKS INC/CA,6798,US,CA,GLENDALE,91201,701 WESTERN AVE,,(818) 244-8080,US,CA,GLENDALE,91201,701 WESTERN AVE,,US,CA,954300881,PUBLIC STORAGE PROPERTIES XI INC,19930328,1-LAF,0,1231,8-K,20200731,,,20200814,16:00.0,0,0,d34209d8k_htm.xml,1,,
0001193125-20-220379,815094,ABIOMED INC,3841,US,MA,DANVERS,1923,22 CHERRY HILL DR,,9787775410,US,MA,DANVERS,1923,22 CHERRY HILL DRIVE,,US,DE,42743260,,,1-LAF,0,331,8-K,20200731,,,20200814,18:00.0,0,0,d936693d8k_htm.xml,1,,
0001193125-20-220380,788784,PUBLIC SERVICE ENTERPRISE GROUP INC,4931,US,NJ,NEWARK,07102-4194,CORPORATE ACCOUNTING SERVICES,"80 PARK PLAZA, 9TH FLOOR",973-430-7000,US,NJ,NEWARK,07102-4194,CORPORATE ACCOUNTING SERVICES,"80 PARK PLAZA, 9TH FLOOR",US,NJ,222625848,,,1-LAF,0,1231,8-K,20200731,,,20200814,17:00.0,0,0,d946552d8k_htm.xml,1,,
0001193125-20-220381,1795250,MADISON SQUARE GARDEN ENTERTAINMENT CORP.,7900,US,NY,NEW YORK,10121,TWO PENNSYLVANIA PLAZA,,(212) 465-6000,US,NY,NEW YORK,10121,TWO PENNSYLVANIA PLAZA,,US,DE,0,"MSG ENTERTAINMENT SPINCO, INC.",20191126,4-NON,0,630,8-K,20200731,,,20200814,17:00.0,0,0,d28286d8k_htm.xml,1,,
0001193125-20-220383,723612,"AVIS BUDGET GROUP, INC.",7510,US,NJ,PARSIPPANY,7054,6 SYLVAN WAY,,973-496-4700,US,NJ,PARSIPPANY,7054,6 SYLVAN WAY,,US,DE,60918165,CENDANT CORP,19971218,1-LAF,0,1231,8-K,20200731,,,20200814,18:00.0,0,0,d109512d8k_htm.xml,1,,
0001193125-20-220386,899923,MYRIAD GENETICS INC,2835,US,UT,SALT LAKE CITY,84108,320 WAKARA WAY,,801-584-3600,US,UT,SALT LAKE CITY,84108,320 WAKARA WAY,,US,DE,870494517,,,1-LAF,0,630,8-K,20200731,,,20200814,19:00.0,0,0,d63901d8k_htm.xml,1,,
0001193125-20-220387,313151,SADDLEBROOK RESORTS INC,6500,US,FL,WESLEY CHAPEL,33543-4499,5700 SADDLEBROOK WAY,,8139731111,US,FL,WESLEY CHAPEL,33543-4499,5700 SADDLEBROOK WAY,,US,FL,591917822,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,19:00.0,0,1,saddp-20200630.xml,1,,
0001193125-20-220389,77281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,6798,US,PA,PHILADELPHIA,19103,ONE COMMERCE SQUARE,"2005 MARKET STREET, SUITE 1000",2158750426,US,PA,PHILADELPHIA,19103,ONE COMMERCE SQUARE,"2005 MARKET STREET, SUITE 1000",US,PA,236216339,,,2-ACC,0,1231,8-K/A,20200731,,,20200814,20:00.0,0,0,d17610d8ka_htm.xml,1,,
0001193125-20-220402,1048268,"IES HOLDINGS, INC.",1731,US,TX,HOUSTON,77056,5433 WESTHEIMER,SUITE 500,7138601500,US,TX,HOUSTON,77056,5433 WESTHEIMER,SUITE 500,US,DE,760542208,"INTEGRATED ELECTRICAL SERVICES, INC.",20150106,2-ACC,0,930,8-K,20200731,,,20200814,25:00.0,1,0,d41504d8k_htm.xml,1,,
0001193125-20-220403,1478069,CONTRAFECT CORP,2834,US,NY,YONKERS,10701,28 WELLS AVENUE,3RD FLOOR,914-207-2300,US,NY,YONKERS,10701,28 WELLS AVENUE,3RD FLOOR,US,DE,0,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,26:00.0,0,1,cfrx-20200630.xml,1,,
0001193125-20-220421,1806201,OPEN LENDING CORP,6141,US,TX,AUSTIN,78746,BARTON OAKS ONE 901 S. MOPAC EXPRESSWA,"BLDG. 1, SUITE 510",512-892-0400,US,TX,AUSTIN,78746,BARTON OAKS ONE 901 S. MOPAC EXPRESSWA,"BLDG. 1, SUITE 510",US,DE,823008583,NEBULA PARENT CORP.,20200310,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,31:00.0,0,1,lpro-20200630.xml,1,,
0001193125-20-220471,1415311,PROSHARES TRUST II,6221,US,MD,BETHESDA,20814,7501 WISCONSIN AVE,SUITE 1000,240-497-6400,US,MD,BETHESDA,20814,7501 WISCONSIN AVE,SUITE 1000,US,DE,0,COMMODITIES & CURRENCIES TRUST,20071016,1-LAF,0,1231,8-K,20200731,,,20200814,43:00.0,0,0,d73472d8k_htm.xml,1,,
0001193125-20-220503,1356090,"PRECIGEN, INC.",8731,US,MD,GERMANTOWN,20876,20374 SENECA MEADOWS PARKWAY,,301-556-9900,US,MD,GERMANTOWN,20876,20374 SENECA MEADOWS PARKWAY,,US,VA,0,INTREXON CORP,20060313,1-LAF,0,1231,8-K,20200731,,,20200814,47:00.0,0,0,d948669d8k_htm.xml,1,,
0001193125-20-220504,798528,ODYSSEY MARINE EXPLORATION INC,4400,US,FL,TAMPA,33609,205 S. HOOVER BLVD.,SUITE 210,(813) 876-1776,US,FL,TAMPA,33609,205 S. HOOVER BLVD.,SUITE 210,US,NV,841018684,UNIVERSAL CAPITAL CORP,19920703,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,48:00.0,0,1,omex-20200630.xml,1,,
0001193125-20-220524,1390777,BANK OF NEW YORK MELLON CORP,6022,US,NY,NEW YORK,10286,240 GREENWICH STREET,,212-495-1784,US,NY,NEW YORK,10286,240 GREENWICH STREET,,US,DE,132614959,BANK OF NEW YORK MELLON CORP,20070221,1-LAF,0,1231,8-K/A,20200731,,,20200814,50:00.0,1,0,d61759d8ka_htm.xml,1,,
0001193125-20-220527,1390777,BANK OF NEW YORK MELLON CORP,6022,US,NY,NEW YORK,10286,240 GREENWICH STREET,,212-495-1784,US,NY,NEW YORK,10286,240 GREENWICH STREET,,US,DE,132614959,BANK OF NEW YORK MELLON CORP,20070221,1-LAF,0,1231,8-K/A,20200331,,,20200814,51:00.0,0,0,d55344d8ka_htm.xml,1,,
0001193125-20-220556,64803,CVS HEALTH CORP,5912,US,RI,WOONSOCKET,2895,ONE CVS DR.,,4017651500,US,RI,WOONSOCKET,2895,ONE CVS DR.,,US,DE,50494040,CVS CAREMARK CORP,20070509,1-LAF,0,1231,8-K,20200731,,,20200814,54:00.0,0,0,d12487d8k_htm.xml,1,,
0001193125-20-220568,30625,FLOWSERVE CORP,3561,US,TX,IRVING,75039,5215 N. O'CONNOR BLVD.,SUITE 2300,9724436500,US,TX,IRVING,75039,5215 N. O'CONNOR BLVD.,SUITE 2300,US,NY,310267900,DURCO INTERNATIONAL INC,19970508,1-LAF,0,1231,8-K,20200731,,,20200814,01:00.0,0,0,d64072d8k_htm.xml,1,,
0001193125-20-220569,68505,"MOTOROLA SOLUTIONS, INC.",3663,US,IL,CHICAGO,60661,500 W. MONROE ST.,,8475765000,US,IL,CHICAGO,60661,500 W. MONROE ST.,,US,DE,361115800,MOTOROLA INC,19920703,1-LAF,0,1231,8-K,20200731,,,20200814,01:00.0,0,0,d30598d8k_htm.xml,1,,
0001193125-20-220584,1609809,"SERES THERAPEUTICS, INC.",2834,US,MA,CAMBRIDGE,2139,200 SIDNEY STREET,,617 945 9626,US,MA,CAMBRIDGE,2139,200 SIDNEY STREET,,US,DE,274326290,"SERES HEALTH, INC.",20140603,2-ACC,0,1231,8-K,20200731,,,20200814,09:00.0,0,0,d87599d8k_htm.xml,1,,
0001193125-20-220588,1772695,SUNNOVA ENERGY INTERNATIONAL INC.,4931,US,TX,HOUSTON,77046,"20 EAST GREENWAY PLAZA, SUITE 540",,(281) 985-9900,US,TX,HOUSTON,77046,"20 EAST GREENWAY PLAZA, SUITE 540",,US,DE,0,,,4-NON,0,1231,8-K,20200731,,,20200814,11:00.0,0,0,d33396d8k_htm.xml,1,,
0001193125-20-220596,1752036,CALIFORNIA BANCORP,6022,US,CA,OAKLAND,94612,1300 CLAY STREET,SUITE 500,510-457-3769,US,CA,OAKLAND,94612,1300 CLAY STREET,SUITE 500,US,CA,821751097,,,4-NON,0,1231,10-Q,20200630,2020,Q2,20200814,16:00.0,0,1,calb-20200630.xml,1,,
0001193125-20-220598,1175680,CYTODYN INC.,2834,US,WA,VANCOUVER,98660,"1111 MAIN STREET, SUITE 660",,360-980-8524,US,WA,VANCOUVER,98660,"1111 MAIN STREET, SUITE 660",,US,DE,753056237,CYTODYN INC,20031114,2-ACC,0,531,10-K,20200531,2020,FY,20200814,18:00.0,0,1,cydy-20200531.xml,1,,
0001193125-20-220600,1048268,"IES HOLDINGS, INC.",1731,US,TX,HOUSTON,77056,5433 WESTHEIMER,SUITE 500,7138601500,US,TX,HOUSTON,77056,5433 WESTHEIMER,SUITE 500,US,DE,760542208,"INTEGRATED ELECTRICAL SERVICES, INC.",20150106,2-ACC,0,930,8-K/A,20200731,,,20200814,21:00.0,0,0,d75682d8ka_htm.xml,1,,
0001193125-20-220609,36047,"CORELOGIC, INC.",7374,US,CA,IRVINE,92618,40 PACIFICA,SUITE 900,(949) 214-1000,US,CA,IRVINE,92618,40 PACIFICA,SUITE 900,US,DE,951068610,FIRST AMERICAN CORP,20020628,1-LAF,0,1231,8-K,20200731,,,20200814,27:00.0,0,0,d53577d8k_htm.xml,1,,
0001193125-20-220621,887733,CENTRAL GARDEN & PET CO,5190,US,CA,WALNUT CREEK,94597,1340 TREAT BOULEVARD,SUITE 600,9259484000,US,CA,WALNUT CREEK,94597,1340 TREAT BOULEVARD,SUITE 600,US,DE,680275553,CENTRAL GARDEN & PET COMPANY,19941019,1-LAF,0,930,8-K,20200731,,,20200817,39:00.0,0,0,d932771d8k_htm.xml,1,,
