adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
0001410578-19-001655,1102112,PACWEST BANCORP,6021,US,CA,BREA,92821,130 S. STATE COLLEGE BLVD.,,(310) 887-8500,US,CA,BREA,92821,130 S. STATE COLLEGE BLVD.,,US,DE,330885320,FIRST COMMUNITY BANCORP /CA/,19991229,1-LAF,0,1231,8-K,20191031,2019,FY,20191016,31:00.0,0,0,tv529045_8k_htm.xml,1,
0001410578-19-001656,1166003,"XPO LOGISTICS, INC.",4700,US,CT,GREENWICH,6831,5 AMERICAN LANE,,(855) 976-6951,US,CT,GREENWICH,6831,5 AMERICAN LANE,,,,30450326,EXPRESS-1 EXPEDITED SOLUTIONS INC,20060606,1-LAF,0,1231,8-K,20190930,2019,Q3,20191016,01:00.0,0,0,tv531012_8k_htm.xml,1,
0001410578-19-001659,77476,PEPSICO INC,2080,US,NY,PURCHASE,10577,700 ANDERSON HILL RD,,9142532000,US,NY,PURCHASE,10577-1444,700 ANDERSON HILL ROAD,,US,NC,131584302,PEPSI COLA CO,19700903,1-LAF,0,1231,8-K,20190930,2019,Q3,20191016,31:00.0,0,0,tv530842_8k_htm.xml,1,
0001410636-19-000159,1410636,"AMERICAN WATER WORKS COMPANY, INC.",4941,US,NJ,CAMDEN,08102-1658,1 WATER STREET,,856-955-4001,US,NJ,CAMDEN,08102-1658,1 WATER STREET,,US,DE,510063696,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,32:00.0,0,1,a930201910-qdocument_htm.xml,1,
0001410636-19-000160,1410636,"AMERICAN WATER WORKS COMPANY, INC.",4941,US,NJ,CAMDEN,08102-1658,1 WATER STREET,,856-955-4001,US,NJ,CAMDEN,08102-1658,1 WATER STREET,,US,DE,510063696,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,39:00.0,0,0,a9302019earningsreleas_htm.xml,1,
0001410939-19-000061,1410939,"IVERIC BIO, INC.",2834,US,NY,NEW YORK,10119,ONE PENN PLAZA,35TH FLOOR,212-845-8200,US,NY,NEW YORK,10119,ONE PENN PLAZA,35TH FLOOR,US,DE,208185347,OPHTHOTECH CORP.,20070828,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191112,33:00.0,0,1,opht-20190930.xml,1,
0001411059-19-000062,1411059,"KBS REAL ESTATE INVESTMENT TRUST II, INC.",6798,US,CA,NEWPORT BEACH,92660,800 NEWPORT CENTER DRIVE,SUITE 700,949-417-6500,US,CA,NEWPORT BEACH,92660,800 NEWPORT CENTER DRIVE,SUITE 700,US,MD,260658752,,,4-NON,0,1231,10-Q,20190930,2019,Q3,20191112,25:00.0,0,1,kbsrii-20190930_htm.xml,1,
0001411342-19-000125,1411342,ELLINGTON FINANCIAL INC.,6500,US,CT,GREENWICH,6870,53 Forest Ave,,203-698-1200,US,CT,Greenwich,6870,53 Forest Ave,,US,DE,0,ELLINGTON FINANCIAL LLC,20070831,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191108,25:00.0,0,1,efc-20190930.xml,1,
0001411494-19-000046,1411494,"APOLLO GLOBAL MANAGEMENT, INC.",6282,US,NY,NEW YORK,10019,9 West 57th Str,,212-515-3200,US,NY,new York,10019,9 West 57th Str,,US,DE,208880053,APOLLO GLOBAL MANAGEMENT LLC,20070904,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,08:00.0,0,0,a8-kfor3q19earningsrel_htm.xml,1,
0001411494-19-000054,1411494,"APOLLO GLOBAL MANAGEMENT, INC.",6282,US,NY,NEW YORK,10019,9 West 57th Str,,212-515-3200,US,NY,new York,10019,9 West 57th Str,,US,DE,208880053,APOLLO GLOBAL MANAGEMENT LLC,20070904,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,12:00.0,0,1,apo-930201910q_htm.xml,1,
0001411494-19-000055,1411494,"APOLLO GLOBAL MANAGEMENT, INC.",6282,US,NY,NEW YORK,10019,9 West 57th Str,,212-515-3200,US,NY,new York,10019,9 West 57th Str,,US,DE,208880053,APOLLO GLOBAL MANAGEMENT LLC,20070904,1-LAF,0,1231,8-K,20191031,2019,FY,20191105,15:00.0,0,0,agmdebt8-k3q19_htm.xml,1,
0001411579-19-000051,1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",7830,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,913-213-2000,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,US,DE,260303916,,,1-LAF,0,1231,8-K,20190930,2019,Q3,20191011,03:00.0,1,0,amc-20191007x8k_htm.xml,1,
0001411579-19-000054,1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",7830,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,913-213-2000,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,US,DE,260303916,,,2-ACC,0,1231,8-K,20191031,2019,FY,20191025,17:00.0,1,0,amc-20191024x8k_htm.xml,1,
0001411579-19-000057,1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",7830,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,913-213-2000,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,US,DE,260303916,,,2-ACC,0,1231,8-K/A,20190930,2019,Q3,20191028,18:00.0,0,0,amc-20191007x8ka_htm.xml,1,
0001411579-19-000061,1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",7830,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,913-213-2000,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,US,DE,260303916,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191107,50:00.0,0,0,amc-20191107x8k_htm.xml,1,
0001411579-19-000063,1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",7830,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,913-213-2000,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,US,DE,260303916,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191107,20:00.0,0,1,amc-20190930x10q_htm.xml,1,
0001411579-19-000066,1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",7830,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,913-213-2000,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,US,DE,260303916,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191120,34:00.0,0,0,amc-20191114x8k_htm.xml,1,
0001411579-19-000068,1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",7830,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,913-213-2000,US,KS,LEAWOOD,66211,ONE AMC WAY,11500 ASH STREET,US,DE,260303916,,,1-LAF,0,1231,8-K,20191130,2019,FY,20191203,14:00.0,0,0,amc-20191202x8k_htm.xml,1,
0001411690-19-000016,1411690,"BIONANO GENOMICS, INC",3826,US,CA,SAN DIEGO,92121,9540 TOWNE CENTRE DRIVE,SUITE 100,(858) 888-7600,US,CA,SAN DIEGO,92121,9540 TOWNE CENTRE DRIVE,SUITE 100,US,DE,261756290,"BIONANO GENOMICS, INC",20120703,4-NON,0,1231,10-Q,20190930,2019,Q3,20191107,15:00.0,0,1,bngo-20190930.xml,1,
0001412100-19-000072,1412100,"MAIDEN HOLDINGS, LTD.",6331,BM,,HAMILTON,HM 12,SCHRODERS HOUSE,131 FRONT STREET,(441) 295-5225,BM,,HAMILTON,-HM 11,48 PAR-LA-VILLE ROAD,SUITE 1141,BM,,0,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191112,44:00.0,0,1,q3201910q_htm.xml,1,
0001412100-19-000076,1412100,"MAIDEN HOLDINGS, LTD.",6331,BM,,HAMILTON,HM 12,SCHRODERS HOUSE,131 FRONT STREET,(441) 295-5225,BM,,HAMILTON,-HM 11,48 PAR-LA-VILLE ROAD,SUITE 1141,BM,,0,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191113,35:00.0,0,0,q320198kearningsrelease_htm.xml,1,
0001412270-19-000053,1412270,CARE.COM INC,7200,US,MA,WALTHAM,2451,77 FOURTH AVENUE,5TH FLOOR,781 642 5900,US,MA,Waltham,2451,77 FOURTH AVENUE,5TH FLOOR,US,MA,205785879,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,09:00.0,0,1,crcm-20190930.xml,1,
0001412665-19-000105,1412665,"MIDWESTONE FINANCIAL GROUP, INC.",6022,US,IA,IOWA CITY,52240,102 SOUTH CLINTON ST.,,319-356-5800,US,IA,IOWA CITY,52240,102 SOUTH CLINTON ST.,,US,IA,421206172,ISB FINANCIAL CORP.,20070918,2-ACC,0,1231,8-K,20191031,2019,FY,20191024,03:00.0,0,0,a9-30x19earningsrelease_htm.xml,1,
0001412665-19-000112,1412665,"MIDWESTONE FINANCIAL GROUP, INC.",6022,US,IA,IOWA CITY,52240,102 SOUTH CLINTON ST.,,319-356-5800,US,IA,IOWA CITY,52240,102 SOUTH CLINTON ST.,,US,IA,421206172,ISB FINANCIAL CORP.,20070918,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191107,01:00.0,0,1,midwestone930201910q_htm.xml,1,
0001412707-19-000072,1412707,LEVEL ONE BANCORP INC,6022,US,MI,FARMINGTON HILLS,48334,32991 HAMILTON COURT,,248-737-0300,US,MI,Farmington Hills,48334,32991 HAMILTON COURT,,,,711015624,,,4-NON,0,1231,10-Q,20190930,2019,Q3,20191108,19:00.0,0,1,levl-20190930.xml,1,
0001413329-19-000066,1413329,PHILIP MORRIS INTERNATIONAL INC.,2111,US,NY,NEW YORK,10017,120 PARK AVENUE,,(917) 663-2000,US,NY,NEW YORK,10017,120 PARK AVENUE,,US,VA,133435103,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191017,04:00.0,0,0,a2019-10x178xk_htm.xml,1,
0001413329-19-000071,1413329,PHILIP MORRIS INTERNATIONAL INC.,2111,US,NY,NEW YORK,10017,120 PARK AVENUE,,(917) 663-2000,US,NY,NEW YORK,10017,120 PARK AVENUE,,US,VA,133435103,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191024,06:00.0,0,1,pm-093019x10qxdoc_htm.xml,1,
0001413329-19-000073,1413329,PHILIP MORRIS INTERNATIONAL INC.,2111,US,NY,NEW YORK,10017,120 PARK AVENUE,,(917) 663-2000,US,NY,NEW YORK,10017,120 PARK AVENUE,,US,VA,133435103,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191104,03:00.0,0,0,a2019-11x048xk_htm.xml,1,
0001413329-19-000075,1413329,PHILIP MORRIS INTERNATIONAL INC.,2111,US,NY,NEW YORK,10017,120 PARK AVENUE,,(917) 663-2000,US,NY,NEW YORK,10017,120 PARK AVENUE,,US,VA,133435103,,,1-LAF,0,1231,8-K,20191130,2019,FY,20191203,23:00.0,0,0,a2019-12x038xk_htm.xml,1,
0001413447-19-000035,1413447,NXP SEMICONDUCTORS N.V.,3674,,,,,,,31 40 27 43704,NL,,EINDHOVEN,5656AG,HIGH TECH CAMPUS 60,,,,0,KASLION ACQUISITION B.V.,20070925,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191029,42:00.0,0,1,nxp3q19form10-q_htm.xml,1,
0001413447-19-000069,1413447,NXP SEMICONDUCTORS N.V.,3674,,,,,,,31 40 27 43704,NL,,EINDHOVEN,5656AG,HIGH TECH CAMPUS 60,,,,0,KASLION ACQUISITION B.V.,20070925,1-LAF,0,1231,8-K,20191130,2019,FY,20191119,42:00.0,0,0,a8-knovember192019_htm.xml,1,
0001413447-19-000073,1413447,NXP SEMICONDUCTORS N.V.,3674,,,,,,,31 40 27 43704,NL,,EINDHOVEN,5656AG,HIGH TECH CAMPUS 60,,,,0,KASLION ACQUISITION B.V.,20070925,1-LAF,0,1231,8-K,20191130,2019,FY,20191122,10:00.0,0,0,a8-knovember222019_htm.xml,1,
0001413447-19-000077,1413447,NXP SEMICONDUCTORS N.V.,3674,,,,,,,31 40 27 43704,NL,,EINDHOVEN,5656AG,HIGH TECH CAMPUS 60,,,,0,KASLION ACQUISITION B.V.,20070925,1-LAF,0,1231,8-K,20191130,2019,FY,20191203,56:00.0,0,0,a8-kdecember32019_htm.xml,1,
0001413507-19-000147,1413507,SRC ENERGY INC.,1311,US,CO,DENVER,80202,1675 BROADWAY,SUITE 2600,720-616-4300,US,CO,DENVER,80202,1675 BROADWAY,SUITE 2600,US,CO,202835920,SYNERGY RESOURCES CORP,20160415,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191106,55:00.0,0,1,q31910-qsci20190930_htm.xml,1,
0001414475-19-000053,1414475,"WESTERN MIDSTREAM OPERATING, LP",4922,US,TX,THE WOODLANDS,77380,1201 LAKE ROBBINS DRIVE,,832-636-1000,US,TX,THE WOODLANDS,77380,1201 LAKE ROBBINS DRIVE,,US,DE,261075808,WESTERN GAS PARTNERS LP,20071011,1-LAF,0,1231,8-K,20191031,2019,FY,20191023,57:00.0,0,0,wesop20198-kxoctober_htm.xml,1,
0001415404-19-000042,1415404,ECHOSTAR CORP,3663,US,CO,ENGLEWOOD,80112,100 INVERNESS TERRACE E.,,303-723-1277,US,CO,ENGLEWOOD,80112,100 INVERNESS TERRACE E.,,US,NV,261232727,ECHOSTAR HOLDING CORP,20071017,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191107,37:00.0,0,1,sats09301910qdocument_htm.xml,1,
0001415916-19-000018,1415916,GOLAR LNG PARTNERS LP,4400,BM,,HAMILTON,HM 11,"2ND FLOOR, S.E. PEARMAN BUILDING",9 PAR-LA-VILLE ROAD,1 441-295-4705,BM,,HAMILTON,HM 11,"2ND FLOOR, S.E. PEARMAN BUILDING",9 PAR-LA-VILLE ROAD,MH,,0,,,1-LAF,0,1231,6-K,20190930,2019,Q3,20191126,49:00.0,0,1,golarlngpartners6-kq32_htm.xml,1,
0001416265-19-000618,1416265,"PROSPER MARKETPLACE, INC",6199,US,CA,SAN FRANCISCO,94105,221 MAIN STREET,3RD FLOOR,415-593-5400,US,CA,SAN FRANCISCO,94105,221 MAIN STREET,3RD FLOOR,US,DE,731733867,PROSPER MARKETPLACE INC,20071025,4-NON,0,1231,10-Q,20190930,2019,Q3,20191112,22:00.0,0,1,prosper-20190930_htm.xml,2,1542574
0001417398-19-000036,1417398,"HILLENBRAND, INC.",3990,US,IN,BATESVILLE,47006,ONE BATESVILLE BOULEVARD,,(812)931-5403,US,IN,BATESVILLE,47006,ONE BATESVILLE BOULEVARD,,US,IN,261342272,"BATESVILLE HOLDINGS, INC.",20071102,1-LAF,0,930,8-K,20191031,2020,Q1,20191113,30:00.0,0,0,hi20199308-k_htm.xml,1,
0001417398-19-000037,1417398,"HILLENBRAND, INC.",3990,US,IN,BATESVILLE,47006,ONE BATESVILLE BOULEVARD,,(812)931-5403,US,IN,BATESVILLE,47006,ONE BATESVILLE BOULEVARD,,US,IN,261342272,"BATESVILLE HOLDINGS, INC.",20071102,1-LAF,1,930,10-K,20190930,2019,FY,20191113,37:00.0,0,1,hi201993010-k_htm.xml,1,
0001418091-19-000004,1418091,"TWITTER, INC.",7370,US,CA,SAN FRANCISCO,94103,"1355 MARKET STREET, SUITE 900",,(415) 222-9670,US,CA,San Francisco,94103,"1355 MARKET STREET, SUITE 900",,US,DE,208913779,TWITTER INC,20071109,1-LAF,0,1231,8-K,20191031,2019,FY,20191024,01:00.0,0,0,twtr-20191024_htm.xml,1,
0001418091-19-000008,1418091,"TWITTER, INC.",7370,US,CA,SAN FRANCISCO,94103,"1355 MARKET STREET, SUITE 900",,(415) 222-9670,US,CA,San Francisco,94103,"1355 MARKET STREET, SUITE 900",,US,DE,208913779,TWITTER INC,20071109,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,20:00.0,0,1,twtr-20190930_htm.xml,1,
0001418100-19-000132,1418100,AVAYA HOLDINGS CORP.,3661,US,CA,SANTA CLARA,95054,co Avaya Inc,4655 GREAT AMERICA PARKWAY,(908) 953-6000,US,CA,SANTA CLARA,95054,co Avaya Inc,4655 GREAT AMERICA PARKWAY,,,261119726,SIERRA HOLDINGS CORP,20071109,1-LAF,0,930,10-K,20190930,2019,FY,20191129,44:00.0,0,1,avya-20190930.xml,1,
0001418135-19-000077,1418135,KEURIG DR PEPPER INC.,2080,US,MA,BURLINGTON,1803,53 SOUTH AVENUE,,781-418-7000,US,MA,BURLINGTON,1803,53 SOUTH AVENUE,,US,DE,753258232,"DR PEPPER SNAPPLE GROUP, INC.",20080108,1-LAF,0,1231,8-K,20191031,2019,FY,20191107,39:00.0,0,0,kdpform8-kearningsrele_htm.xml,1,
0001418135-19-000080,1418135,KEURIG DR PEPPER INC.,2080,US,MA,BURLINGTON,1803,53 SOUTH AVENUE,,781-418-7000,US,MA,BURLINGTON,1803,53 SOUTH AVENUE,,US,DE,753258232,"DR PEPPER SNAPPLE GROUP, INC.",20080108,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191107,10:00.0,0,1,kdp-10qx93019_htm.xml,1,
0001418135-19-000081,1418135,KEURIG DR PEPPER INC.,2080,US,MA,BURLINGTON,1803,53 SOUTH AVENUE,,781-418-7000,US,MA,BURLINGTON,1803,53 SOUTH AVENUE,,US,DE,753258232,"DR PEPPER SNAPPLE GROUP, INC.",20080108,1-LAF,0,1231,8-K,20191031,2019,FY,20191114,12:00.0,0,0,kdpform8-kdividenddecl_htm.xml,1,
0001418819-19-000019,1418819,IRIDIUM COMMUNICATIONS INC.,3669,US,VA,MCLEAN,22102,1750 TYSONS BOULEVARD,SUITE 1400,301-571-6200,US,VA,MCLEAN,22102,1750 TYSONS BOULEVARD,SUITE 1400,US,DE,221344998,GHL ACQUISITION CORP.,20071119,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191029,02:00.0,0,1,irdm10-q093019_htm.xml,1,
0001420800-19-000020,1420800,COLFAX CORP,3561,US,MD,ANNAPOLIS JUNCTION,20701,420 NATIONAL BUSINESS PARKWAY,5TH FLOOR,(301) 323-9000,US,MD,ANNAPOLIS JUNCTION,20701,420 NATIONAL BUSINESS PARKWAY,5TH FLOOR,US,DE,541887631,,,1-LAF,0,1231,8-K,20190930,2019,Q3,20191004,18:00.0,0,0,cagh8-k_htm.xml,1,
0001420800-19-000025,1420800,COLFAX CORP,3561,US,MD,ANNAPOLIS JUNCTION,20701,420 NATIONAL BUSINESS PARKWAY,5TH FLOOR,(301) 323-9000,US,MD,ANNAPOLIS JUNCTION,20701,420 NATIONAL BUSINESS PARKWAY,5TH FLOOR,US,DE,541887631,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191031,17:00.0,0,0,cfx8-kxq32019earnings_htm.xml,1,
0001420800-19-000027,1420800,COLFAX CORP,3561,US,MD,ANNAPOLIS JUNCTION,20701,420 NATIONAL BUSINESS PARKWAY,5TH FLOOR,(301) 323-9000,US,MD,ANNAPOLIS JUNCTION,20701,420 NATIONAL BUSINESS PARKWAY,5TH FLOOR,US,DE,541887631,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191031,42:00.0,0,1,cfx10q-q32019_htm.xml,1,
0001420811-19-000148,1420811,"ON DECK CAPITAL, INC.",6199,US,NY,NEW YORK,10018,1400 BROADWAY,25TH FLOOR,888-269-4246,US,NY,New York,10018,1400 BROADWAY,25TH FLOOR,US,DE,421709682,ON DECK CAPITAL INC,20071210,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191107,26:00.0,0,1,ondk-20190930.xml,1,
0001421182-19-000020,1421182,VERSO CORP,2621,US,OH,MIAMISBURG,45342,8540 GANDER CREEK DRIVE,,(877) 855-7243,US,OH,MIAMISBURG,45342,8540 GANDER CREEK DRIVE,,US,DE,753217389,VERSO PAPER CORP.,20071213,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191112,04:00.0,0,1,vrs9302019-10xqsingles_htm.xml,1,
0001421461-19-000021,1421461,"INTREPID POTASH, INC.",1400,US,CO,DENVER,80202,1001 17TH STREET,SUITE 1050,303-296-3006,US,CO,DENVER,80202,1001 17TH STREET,SUITE 1050,US,DE,261501877,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191105,08:00.0,0,1,ipi-20190930.xml,1,
0001421517-19-000064,1421517,"ENERGY RECOVERY, INC.",3559,US,CA,SAN LEANDRO,94577,1717 DOOLITTLE DRIVE,,(510) 483-7370,US,CA,SAN LEANDRO,94577,1717 DOOLITTLE DRIVE,,US,DE,10616867,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191101,11:00.0,0,1,erii-20190930.xml,1,
0001423221-19-000018,1423221,QUANEX BUILDING PRODUCTS CORP,3350,US,TX,HOUSTON,77027,1800 WEST LOOP SOUTH,SUITE 1500,7139614600,US,TX,HOUSTON,77027,1800 WEST LOOP SOUTH,SUITE 1500,US,DE,261561397,,,1-LAF,1,1031,10-K,20191031,2019,FY,20191212,06:00.0,0,1,nx1031201910-k_htm.xml,1,
0001423689-19-000068,1423689,AGNC INVESTMENT CORP.,6798,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER 12TH FLOOR,,301 968 9300,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER 12TH FLOOR,,,,261701984,AMERICAN CAPITAL AGENCY CORP,20080111,1-LAF,0,1231,8-K,20190930,2019,Q3,20191003,15:00.0,0,0,a8-k10419_htm.xml,1,
0001423689-19-000071,1423689,AGNC INVESTMENT CORP.,6798,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER 12TH FLOOR,,301 968 9300,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER 12TH FLOOR,,,,261701984,AMERICAN CAPITAL AGENCY CORP,20080111,1-LAF,0,1231,8-K,20191031,2019,FY,20191025,08:00.0,0,0,a8-k102519_htm.xml,1,
0001423689-19-000073,1423689,AGNC INVESTMENT CORP.,6798,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER 12TH FLOOR,,301 968 9300,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER 12TH FLOOR,,,,261701984,AMERICAN CAPITAL AGENCY CORP,20080111,1-LAF,0,1231,8-K,20191031,2019,FY,20191030,08:00.0,0,0,agnc8kearnings103019_htm.xml,1,
0001423689-19-000075,1423689,AGNC INVESTMENT CORP.,6798,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER 12TH FLOOR,,301 968 9300,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER 12TH FLOOR,,,,261701984,AMERICAN CAPITAL AGENCY CORP,20080111,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191105,07:00.0,0,1,agnc10q93019_htm.xml,1,
0001423689-19-000078,1423689,AGNC INVESTMENT CORP.,6798,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER 12TH FLOOR,,301 968 9300,US,MD,BETHESDA,20814,2 BETHESDA METRO CENTER 12TH FLOOR,,,,261701984,AMERICAN CAPITAL AGENCY CORP,20080111,1-LAF,0,1231,8-K,20191130,2019,FY,20191213,25:00.0,0,0,a8-k121319_htm.xml,1,
0001423774-19-000143,1423774,ZUORA INC,7372,US,CA,SAN MATEO,94403,3050 SOUTH DELAWARE STREET,SUITE 301,800-425-1281,US,CA,SAN MATEO,94403,3050 SOUTH DELAWARE STREET,SUITE 301,US,DE,205530976,,,4-NON,0,131,10-Q,20191031,2020,Q3,20191216,07:00.0,0,1,zuo-20191031_htm.xml,1,
0001423869-19-000050,1423869,PCB BANCORP,6022,US,CA,LOS ANGELES,90010,3701 WILSHIRE BLVD,SUITE 900,213-210-2000,US,CA,LOS ANGELES,90010,3701 WILSHIRE BLVD,SUITE 900,,,208856755,PACIFIC CITY FINANCIAL CORP,20080114,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191106,07:00.0,0,1,pcb-20190930.xml,1,
0001423902-19-000063,1423902,"WESTERN MIDSTREAM PARTNERS, LP",4922,US,TX,THE WOODLANDS,77380-7046,1201 LAKE ROBBINS DRIVE,,832-636-1000,US,TX,THE WOODLANDS,77380-7046,1201 LAKE ROBBINS DRIVE,,US,DE,261075656,"WESTERN GAS EQUITY PARTNERS, LP",20121023,1-LAF,0,1231,8-K,20191031,2019,FY,20191023,54:00.0,0,0,wes20198-kxoctober_htm.xml,1,
0001423902-19-000067,1423902,"WESTERN MIDSTREAM PARTNERS, LP",4922,US,TX,THE WOODLANDS,77380-7046,1201 LAKE ROBBINS DRIVE,,832-636-1000,US,TX,THE WOODLANDS,77380-7046,1201 LAKE ROBBINS DRIVE,,US,DE,261075656,"WESTERN GAS EQUITY PARTNERS, LP",20121023,1-LAF,0,1231,8-K,20191031,2019,FY,20191104,20:00.0,0,0,wes2019q38-kxer_htm.xml,1,
0001423902-19-000070,1423902,"WESTERN MIDSTREAM PARTNERS, LP",4922,US,TX,THE WOODLANDS,77380-7046,1201 LAKE ROBBINS DRIVE,,832-636-1000,US,TX,THE WOODLANDS,77380-7046,1201 LAKE ROBBINS DRIVE,,US,DE,261075656,"WESTERN GAS EQUITY PARTNERS, LP",20121023,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191104,07:00.0,0,1,wes2019q3_htm.xml,2,1414475
0001424844-19-000013,1424844,"SOUTHWEST IOWA RENEWABLE ENERGY, LLC",2860,US,IA,COUNCIL BLUFFS,51503,10868 189TH STREET,,712-366-0392,US,IA,COUNCIL BLUFFS,51503,10868 189TH STREET,,US,IA,202735046,,,4-NON,0,930,10-K,20190930,2019,FY,20191220,39:00.0,0,1,sire-20190930x10k_htm.xml,1,
0001424929-19-000078,1424929,FOX FACTORY HOLDING CORP,3751,US,GA,BRASELTON,30517,6634 HWY 53,,831-274-6500,US,GA,BRASELTON,30517,6634 HWY 53,,US,DE,0,,,1-LAF,0,1231,10-Q,20190930,2019,Q3,20191030,55:00.0,0,1,foxf2019-09x2710qxnext_htm.xml,1,
0001424929-19-000081,1424929,FOX FACTORY HOLDING CORP,3751,US,GA,BRASELTON,30517,6634 HWY 53,,831-274-6500,US,GA,BRASELTON,30517,6634 HWY 53,,US,DE,0,,,1-LAF,0,1231,8-K,20191031,2019,FY,20191101,07:00.0,1,0,a8-kinterimcfoappointm_htm.xml,1,
0001424929-19-000083,1424929,FOX FACTORY HOLDING CORP,3751,US,GA,BRASELTON,30517,6634 HWY 53,,831-274-6500,US,GA,BRASELTON,30517,6634 HWY 53,,US,DE,0,,,1-LAF,0,1231,8-K/A,20191031,2019,FY,20191203,48:00.0,0,0,a8-kainterimcfocompens_htm.xml,1,
0001424929-19-000088,1424929,FOX FACTORY HOLDING CORP,3751,US,GA,BRASELTON,30517,6634 HWY 53,,831-274-6500,US,GA,BRASELTON,30517,6634 HWY 53,,US,DE,0,,,1-LAF,0,1231,8-K,20191231,2019,FY,20191230,09:00.0,0,0,foxf-20191223_htm.xml,1,
0001425292-19-000034,1425292,"CVR PARTNERS, LP",2870,US,TX,SUGAR LAND,77479,2277 PLAZA DRIVE,SUITE 500,(281) 207-3200,US,TX,SUGAR LAND,77479,2277 PLAZA DRIVE,SUITE 500,US,DE,562677689,,,2-ACC,0,1231,10-Q,20190930,2019,Q3,20191024,12:00.0,0,1,uanq32019form10-q_htm.xml,1,
0001425450-19-000090,1425450,ORTHOPEDIATRICS CORP,3841,US,IN,WARSAW,46582,2850 FRONTIER DRIVE,,574-268-6379,US,IN,WARSAW,46582,2850 FRONTIER DRIVE,,,,261761833,,,4-NON,0,1231,10-Q,20190930,2019,Q3,20191108,23:00.0,0,1,kids-20190930_htm.xml,1,
